gauge_id,aet_mm_s01,aet_mm_s02,aet_mm_s03,aet_mm_s04,aet_mm_s05,aet_mm_s06,aet_mm_s07,aet_mm_s08,aet_mm_s09,aet_mm_s10,aet_mm_s11,aet_mm_s12,aet_mm_syr,area_fraction_used_for_aggregation,ari_ix_sav,cls_cl_smj,cly_pc_sav,clz_cl_smj,cmi_ix_s01,cmi_ix_s02,cmi_ix_s03,cmi_ix_s04,cmi_ix_s05,cmi_ix_s06,cmi_ix_s07,cmi_ix_s08,cmi_ix_s09,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,cmi_ix_syr,crp_pc_sse,dis_m3_pmn,dis_m3_pmx,dis_m3_pyr,dor_pc_pva,ele_mt_sav,ele_mt_smn,ele_mt_smx,ero_kh_sav,fec_cl_smj,fmh_cl_smj,for_pc_sse,gdp_ud_sav,gdp_ud_ssu,gla_pc_sse,glc_cl_smj,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s16,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,glc_pc_s22,gwt_cm_sav,hdi_ix_sav,hft_ix_s09,hft_ix_s93,inu_pc_slt,inu_pc_smn,inu_pc_smx,ire_pc_sse,kar_pc_sse,lit_cl_smj,lka_pc_sse,lkv_mc_usu,nli_ix_sav,pac_pc_sse,pet_mm_s01,pet_mm_s02,pet_mm_s03,pet_mm_s04,pet_mm_s05,pet_mm_s06,pet_mm_s07,pet_mm_s08,pet_mm_s09,pet_mm_s10,pet_mm_s11,pet_mm_s12,pet_mm_syr,pnv_cl_smj,pnv_pc_s01,pnv_pc_s02,pnv_pc_s03,pnv_pc_s04,pnv_pc_s05,pnv_pc_s06,pnv_pc_s07,pnv_pc_s08,pnv_pc_s09,pnv_pc_s10,pnv_pc_s11,pnv_pc_s12,pnv_pc_s13,pnv_pc_s14,pnv_pc_s15,pop_ct_usu,ppd_pk_sav,pre_mm_s01,pre_mm_s02,pre_mm_s03,pre_mm_s04,pre_mm_s05,pre_mm_s06,pre_mm_s07,pre_mm_s08,pre_mm_s09,pre_mm_s10,pre_mm_s11,pre_mm_s12,pre_mm_syr,prm_pc_sse,pst_pc_sse,rdd_mk_sav,rev_mc_usu,ria_ha_usu,riv_tc_usu,run_mm_syr,sgr_dk_sav,slp_dg_sav,slt_pc_sav,snd_pc_sav,snw_pc_s01,snw_pc_s02,snw_pc_s03,snw_pc_s04,snw_pc_s05,snw_pc_s06,snw_pc_s07,snw_pc_s08,snw_pc_s09,snw_pc_s10,snw_pc_s11,snw_pc_s12,snw_pc_smx,snw_pc_syr,soc_th_sav,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,swc_pc_s09,swc_pc_s10,swc_pc_s11,swc_pc_s12,swc_pc_syr,tbi_cl_smj,tec_cl_smj,tmp_dc_s01,tmp_dc_s02,tmp_dc_s03,tmp_dc_s04,tmp_dc_s05,tmp_dc_s06,tmp_dc_s07,tmp_dc_s08,tmp_dc_s09,tmp_dc_s10,tmp_dc_s11,tmp_dc_s12,tmp_dc_smn,tmp_dc_smx,tmp_dc_syr,urb_pc_sse,wet_cl_smj,wet_pc_s01,wet_pc_s02,wet_pc_s03,wet_pc_s04,wet_pc_s05,wet_pc_s06,wet_pc_s07,wet_pc_s08,wet_pc_s09,wet_pc_sg1,wet_pc_sg2
ubakz_99999999,0.7848768440276503,2.478561300043128,17.866005130165775,54.0672755871257,95.1741242296796,98.9650081123968,88.71466934946446,65.85398215334622,39.78792774940462,17.409374111070107,4.904675133877602,1.4654739820097538,487.3774814818352,0.9989023761451268,83.29880235310814,46,16.22378740289983,7,93.51101088126607,86.35189727871729,34.25807673336399,-27.1415340024229,-37.30054028942367,-56.93899275144716,-48.42036264675714,-44.72413560549983,-21.80738169281689,49.80166625948049,83.44857847927244,93.30742118359612,-17.236115157643592,6.01546059954463,6.67,343.899,88.929,0,791.3380757098901,512.1302245261501,1325.5920012200252,836.1532024510301,602,11,55.08711677769807,27291.36840278472,12518130.337434676,0.0,2,0.0,36.729671239813726,0.0,1.5104838477090543,0.6509482680800582,16.164518820711802,0.0,0.0,0.2802702223462016,0.0,0.0518270535332629,1.841233707329016,12.059271005144844,1.0253841179977914,0.1114442305846489,17.524962285251057,3.5430176034770358,7.966431485996304,0.203892945265639,0.1738371724025606,0.0,0.0,236.29436503340037,792.9948223904959,79.20213114186676,74.24975763715226,0.3125831887038875,0.2684171687620933,0.2684171687620933,0.0417905096739763,0.0,6,0.2297810781969922,9,167.6444540341032,5.305024204187346,1.6008772822648507,3.18453537858708,19.59508397087475,60.27227086219112,116.9089852585172,143.9744886672621,150.16297837720543,120.92408649034688,73.7617609142789,29.76964099618426,7.781256711595863,2.34614863282167,730.173753510761,8,0.0,0.0,0.0,0.0,0.0,1.408565653588455,3.51738945327737,67.53712853011798,0.0,27.541541782261515,0.0,0.0,0.0,0.0,0.0,110.91,11.18033246716588,25.331734852182983,24.66701575082639,30.16658255704081,42.88754262209598,71.11655702424599,60.20804850717506,75.72782284630917,64.85739587601559,56.29913570383821,61.39829760135698,47.29099560146204,34.79570172899989,594.7938682363924,6.766178637153672,16.192835629807643,137.11786966585314,0,3296.964,40539.41,279.05223484784494,145.70480426466986,100.31980957405906,44.92211506268794,38.91682708443778,97.70834788115404,99.21633724520902,98.07910681462424,65.50833753748253,13.655344088623265,1.1022071051615523,0.6281764101411049,0.8710879130250303,4.968305906139689,22.28382954706548,74.18740632580956,96.92821321143992,100.0,47.87870503211754,69.05665162707733,85.92783528600629,90.42775014379788,93.03481436738252,90.90948808894892,83.34444282663333,71.33969346539561,60.94292531967012,55.81369367511227,55.26371901345015,61.26569857781725,70.90735688554125,79.26997810098119,74.8481208247879,5,690,-152.46365601950868,-147.4915711810821,-82.06034298386005,23.71972684882474,105.06191497284264,157.5497863513435,177.12028699512618,153.01306996292817,100.74889502205622,17.88892830900359,-78.77817895887148,-133.93709177438393,-152.46365601950868,177.12028699512618,11.696775931254466,0.2424214341374008,13,0.0147734583105343,0.0,0.4594599257453998,0.0,0.0,0.0,0.0,0.0,0.0,0.4742333840559341,0.0
